Number,Dihedral Angle (deg),Energy (kJ/mol),Energy (Ha),zmatrix,xyz
10,50,6.252611542159726,-157.2960134244908,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5296815148
    C                 2    1.5348444360      1  115.0501530155
    C                 3    1.5296638995      2  115.0467253757      1   50.0000000000
    H                 1    1.0857776338      2  110.5836425887      3  175.0959980686
    H                 1    1.0871604982      2  111.4391670034      3   55.4698341148
    H                 1    1.0844550598      2  111.7637130620      3  -65.1959664765
    H                 2    1.0886358585      3  108.9611407674      1 -122.0342748385
    H                 2    1.0870137022      3  108.5424271033      1  122.8423330783
    H                 3    1.0869522974      4  109.3408970421      2 -122.4061103585
    H                 3    1.0885328574      4  108.5278536383      2  122.2817229371
    H                 4    1.0844837581      3  111.8145038015      2  -65.3083096776
    H                 4    1.0871639090      3  111.3959104634      2   55.3655489336
    H                 4    1.0857590351      3  110.6223431562      2  174.9717645229

","0 1
 C   -0.274072995713    0.944041237992   -1.322182155162
 C   -0.274072995713    0.944041237992    0.207499359603
 C   -0.274072995713   -0.446431904346    0.857370026173
 C    0.787525675633   -1.410281252075    0.324571432480
 H   -0.360966749078    1.956781835413   -1.703913772894
 H   -1.107733823392    0.370435548872   -1.719553626911
 H    0.640170806743    0.521523189341   -1.724276105509
 H    0.598721593446    1.495724492907    0.552467798462
 H   -1.139935708167    1.493855225101    0.567478708280
 H   -0.145575327680   -0.326534134301    1.930020095350
 H   -1.253784934599   -0.900411563908    0.719635618269
 H    0.615606438905   -1.664185877788   -0.715659906519
 H    1.784704154041   -0.984161686932    0.401918465390
 H    0.781880866283   -2.336536142605    0.891045347248
"
11,55,5.0046453710354335,-157.2964887500613,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5296358204
    C                 2    1.5337813279      1  114.8803357714
    C                 3    1.5295890864      2  114.9024117172      1   55.0000000000
    H                 1    1.0857056737      2  110.6325233727      3  175.1038609469
    H                 1    1.0871444791      2  111.2461647339      3   55.5500513581
    H                 1    1.0845493102      2  111.9036213763      3  -65.1088522100
    H                 2    1.0886239724      3  109.0057998789      1 -122.3719517616
    H                 2    1.0870958584      3  108.5149604241      1  122.4747547418
    H                 3    1.0870996716      4  109.1635002988      2 -122.1101151418
    H                 3    1.0885854471      4  108.7778957253      2  122.4967395701
    H                 4    1.0845501854      3  111.8990100691      2  -65.2862619563
    H                 4    1.0871908081      3  111.3239247425      2   55.3951415354
    H                 4    1.0856554618      3  110.5854331431      2  174.9679266090

","0 1
 C   -0.293334512196    0.932969694153   -1.341068102392
 C   -0.293334512196    0.932969694153    0.188567717959
 C   -0.293334512196   -0.458459030822    0.833867078863
 C    0.843138616191   -1.377550754432    0.382932487823
 H   -0.380055708188    1.945330260857   -1.723641398783
 H   -1.128884354639    0.359786230444   -1.735022790432
 H    0.619451773412    0.509439806988   -1.745655346014
 H    0.575983785421    1.486447933388    0.539352109501
 H   -1.162970504085    1.479002874540    0.545440822783
 H   -0.247859962828   -0.337940636524    1.913308174073
 H   -1.243271971094   -0.946841449322    0.623820148310
 H    0.764478878921   -1.632216609978   -0.668355794424
 H    1.813393076249   -0.912993724238    0.540339290582
 H    0.828679278378   -2.306381342217    0.944815436926
"
12,60,4.248934308008901,-157.2967765854213,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5296485023
    C                 2    1.5331330764      1  114.6866725417
    C                 3    1.5296052544      2  114.7005843600      1   60.0000000000
    H                 1    1.0857298460      2  110.7064546185      3  175.4866866954
    H                 1    1.0870278137      2  111.1193671035      3   55.9398525703
    H                 1    1.0847412724      2  111.9684761984      3  -64.6588507289
    H                 2    1.0885176058      3  109.0901828040      1 -122.6941396950
    H                 2    1.0872224349      3  108.5061205422      1  122.0647513253
    H                 3    1.0872412707      4  108.9667021643      2 -121.8123830815
    H                 3    1.0884861758      4  109.0649725031      2  122.7032081105
    H                 4    1.0847438596      3  111.9470911592      2  -64.7689309183
    H                 4    1.0870784160      3  111.1948929594      2   55.8437572042
    H                 4    1.0856890314      3  110.6669992312      2  175.4167712983

","0 1
 C   -0.310605608195    0.921324424396   -1.360961382210
 C   -0.310605608195    0.921324424396    0.168687120072
 C   -0.310605608195   -0.471688494425    0.809008943791
 C    0.892868640604   -1.342654314447    0.444645791029
 H   -0.390523627946    1.933771400355   -1.744853983674
 H   -1.150665688119    0.353412748428   -1.752630704606
 H    0.598572565959    0.490758735846   -1.766759193234
 H    0.555075114860    1.476856502112    0.524849406775
 H   -1.184326803976    1.463473666589    0.521869925663
 H   -0.347908339112   -0.354555370455    1.889278316799
 H   -1.224345298635   -0.992687486890    0.528933984422
 H    0.911988545597   -1.586098644227   -0.612254643533
 H    1.827390203134   -0.842998587503    0.687036150353
 H    0.868492682365   -2.278968132234    0.993683968412
"
13,65,3.9777134350656196,-157.29687988807416,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5296982466
    C                 2    1.5330065266      1  114.4966209805
    C                 3    1.5296445887      2  114.5010006102      1   65.0000000000
    H                 1    1.0857642183      2  110.7807584852      3  176.3324039769
    H                 1    1.0868755275      2  111.0028252584      3   56.7858982851
    H                 1    1.0849692513      2  112.0179996058      3  -63.7429292126
    H                 2    1.0883709398      3  109.1783903236      1 -122.9849459160
    H                 2    1.0873081302      3  108.5381317148      1  121.6796765122
    H                 3    1.0873351918      4  108.7623756390      2 -121.5699419195
    H                 3    1.0883509655      4  109.3260901679      2  122.8944227675
    H                 4    1.0849874441      3  111.9831094696      2  -63.7832871887
    H                 4    1.0869496639      3  111.0741270493      2   56.7522793542
    H                 4    1.0857398946      3  110.7493229873      2  176.3297716742

","0 1
 C   -0.325555344966    0.909455140287   -1.382460651270
 C   -0.325555344966    0.909455140287    0.147237595315
 C   -0.325555344966   -0.485558916512    0.782882772964
 C    0.935940133467   -1.306724920916    0.510617977361
 H   -0.390491080816    1.922505804456   -1.767682197701
 H   -1.174455302090    0.353652125557   -1.772012039205
 H    0.576498646987    0.464472938091   -1.789213293002
 H    0.536717161267    1.466863207515    0.508255149076
 H   -1.202840256982    1.448514551304    0.496558514401
 H   -0.445857680875   -0.375327550486    1.857905662625
 H   -1.196687973404   -1.037592236173    0.435183216368
 H    1.056485158811   -1.528213115135   -0.544659062307
 H    1.825743429179   -0.777743155031    0.842111504003
 H    0.899804229184   -2.254169067042    1.039650022910
"
14,70,4.157168656211354,-157.29681153713858,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5297750373
    C                 2    1.5333433174      1  114.2898867649
    C                 3    1.5296871819      2  114.2881880251      1   70.0000000000
    H                 1    1.0857606615      2  110.8652583874      3  177.4819131258
    H                 1    1.0866677369      2  110.9027666908      3   57.9168917763
    H                 1    1.0852160051      2  112.0358342553      3  -62.5212659170
    H                 2    1.0881750260      3  109.2704412705      1 -123.2214150151
    H                 2    1.0873449077      3  108.6197928099      1  121.3421699376
    H                 3    1.0873726277      4  108.5696658144      2 -121.3931234158
    H                 3    1.0881730253      4  109.5543011908      2  123.0550114448
    H                 4    1.0852394677      3  111.9930880563      2  -62.5234737684
    H                 4    1.0867490927      3  110.9675915546      2   57.9163762496
    H                 4    1.0857445253      3  110.8401683352      2  177.5127909701

","0 1
 C   -0.338112536836    0.897450705593   -1.404971469059
 C   -0.338112536836    0.897450705593    0.124803568203
 C   -0.338112536836   -0.500154772417    0.755549679528
 C    0.972093041748   -1.269820678176    0.579712795606
 H   -0.382686861639    1.911028193924   -1.791688443964
 H   -1.198228324106    0.358254384353   -1.792676163364
 H    0.554339753315    0.433290374189   -1.812129760388
 H    0.521206528916    1.456288994463    0.490036914607
 H   -1.218179403897    1.434367985154    0.470521795380
 H   -0.541310508274   -0.400821173562    1.819139192487
 H   -1.160197406812   -1.081419580715    0.342720147813
 H    1.194307017630   -1.460549715589   -0.465269541777
 H    1.807586586763   -0.716516855806    1.000223207887
 H    0.926161461069   -2.230711748919    1.083120994084
"
15,75,4.7490215047804085,-157.29658611212355,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5298452004
    C                 2    1.5341063423      1  114.0691290987
    C                 3    1.5297164967      2  114.0609412497      1   75.0000000000
    H                 1    1.0857436346      2  110.9561665221      3  178.6616386932
    H                 1    1.0864496214      2  110.8266458660      3   59.0556030648
    H                 1    1.0855206982      2  112.0124415137      3  -61.2750603296
    H                 2    1.0879660828      3  109.3661672063      1 -123.3860758433
    H                 2    1.0873332367      3  108.7456310789      1  121.0643769315
    H                 3    1.0873455312      4  108.4041252046      2 -121.2819254144
    H                 3    1.0879578614      4  109.7391407405      2  123.1744746605
    H                 4    1.0855183903      3  111.9616197112      2  -61.2249249246
    H                 4    1.0864969043      3  110.8839774337      2   59.1006540876
    H                 4    1.0857227533      3  110.9405796461      2  178.7393721007

","0 1
 C   -0.348183712045    0.885389074174   -1.428313512697
 C   -0.348183712045    0.885389074174    0.101531687669
 C   -0.348183712045   -0.515332938985    0.727199420122
 C    1.001024367995   -1.232225942819    0.651472687617
 H   -0.371865673409    1.899038852399   -1.816633653755
 H   -1.219111219601    0.363232704670   -1.814591627905
 H    0.534356036015    0.401713260127   -1.835175265819
 H    0.508847661137    1.445146265911    0.470095534281
 H   -1.230174114339    1.421126416100    0.444127657260
 H   -0.633734461405   -0.430685951318    1.772960368582
 H   -1.114779445520   -1.123839263293    0.252116961039
 H    1.321549078738   -1.386924833856   -0.374042957568
 H    1.773369085739   -0.658416243962    1.156152377617
 H    0.949808823947   -2.206859035645    1.127141899785
"
16,80,5.717470814338563,-157.2962172489835,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5298872188
    C                 2    1.5352367468      1  113.8578579295
    C                 3    1.5297502675      2  113.8407142377      1   80.0000000000
    H                 1    1.0857645607      2  111.0445918580      3  179.6274974077
    H                 1    1.0862763224      2  110.7778937234      3   59.9594725110
    H                 1    1.0858922571      2  111.9426942717      3  -60.2579649442
    H                 2    1.0877605386      3  109.4681500030      1 -123.4782357239
    H                 2    1.0872607974      3  108.8952202017      1  120.8519035083
    H                 3    1.0872801246      4  108.2746223771      2 -121.2387745858
    H                 3    1.0877196495      4  109.8684526969      2  123.2481257038
    H                 4    1.0858918068      3  111.8889604804      2  -60.0546002962
    H                 4    1.0863092640      3  110.8241954916      2   60.1512776148
    H                 4    1.0857479017      3  111.0417384154      2  179.8520827646

","0 1
 C   -0.355626918583    0.873346710136   -1.452701683777
 C   -0.355626918583    0.873346710136    0.077185535070
 C   -0.355626918583   -0.530706661597    0.698141248430
 C    1.022336548578   -1.194465108749    0.726021132924
 H   -0.362215032655    1.886670699540   -1.842593682206
 H   -1.234826937283    0.364910814849   -1.838054140720
 H    0.518916810799    0.373665064467   -1.858476883142
 H    0.499796238782    1.433719124529    0.447937431078
 H   -1.238736452762    1.408724565621    0.417221039248
 H   -0.722580560651   -0.463846768462    1.719440836505
 H   -1.060433491193   -1.164325295175    0.164372423609
 H    1.435597520409   -1.311430088841   -0.271323129950
 H    1.724283643975   -0.602858229186    1.306830389442
 H    0.970578504133   -2.181484485968    1.175423358002
"
17,85,7.0146950049088685,-157.2957231620101,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5298752084
    C                 2    1.5366857284      1  113.6802964547
    C                 3    1.5297677111      2  113.6575961009      1   85.0000000000
    H                 1    1.0857849693      2  111.1255902675      3 -179.6693506552
    H                 1    1.0861255066      2  110.7578953677      3   60.5875503575
    H                 1    1.0862409130      2  111.8400766565      3  -59.5207189476
    H                 2    1.0875414531      3  109.5667690376      1 -123.4944082783
    H                 2    1.0871670265      3  109.0533524795      1  120.7264065557
    H                 3    1.0871779437      4  108.1814080157      2 -121.2581481574
    H                 3    1.0874824885      4  109.9337660243      2  123.2858142795
    H                 4    1.0861979714      3  111.7953358903      2  -59.2077185584
    H                 4    1.0860811395      3  110.7884129440      2   60.8849610983
    H                 4    1.0857194844      3  111.1370783983      2 -179.3441215229

","0 1
 C   -0.360285853002    0.861415485833   -1.478344656169
 C   -0.360285853002    0.861415485833    0.051530552199
 C   -0.360285853002   -0.545882480924    0.668714042518
 C    1.035587892019   -1.157095336003    0.803415874806
 H   -0.354441027276    1.874210864799   -1.869676175236
 H   -1.245000686822    0.362650993368   -1.863289145726
 H    0.508659906456    0.349990476552   -1.882444950751
 H    0.494283788293    1.422097728941    0.423138628806
 H   -1.243633820662    1.397311941877    0.389825541866
 H   -0.807116609339   -0.499127732510    1.658720178855
 H   -0.997362172325   -1.202445053305    0.080770580410
 H    1.534465788436   -1.239028195387   -0.157954961113
 H    1.662124054111   -0.548701067197    1.449079171638
 H    0.987038948426   -2.153348069408    1.232263505062
"
18,90,8.55869580435361,-157.29513508271933,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5298545254
    C                 2    1.5384620430      1  113.5511040968
    C                 3    1.5296921084      2  113.5172219074      1   90.0000000000
    H                 1    1.0857902316      2  111.1825242216      3 -179.2971475986
    H                 1    1.0860544840      2  110.7587714654      3   60.8863294256
    H                 1    1.0865521920      2  111.7295244351      3  -59.1384285016
    H                 2    1.0873643351      3  109.6554680856      1 -123.4564626607
    H                 2    1.0869988433      3  109.2096714704      1  120.6767971923
    H                 3    1.0870203359      4  108.1413791397      2 -121.3366714784
    H                 3    1.0872607069      4  109.9279029879      2  123.2863893132
    H                 4    1.0865378220      3  111.6779577641      2  -58.6289519599
    H                 4    1.0860403711      3  110.7802695506      2   61.3661646058
    H                 4    1.0857902138      3  111.2086983757      2 -178.7874796201

","0 1
 C   -0.362071194112    0.849591820671   -1.505239558839
 C   -0.362071194112    0.849591820671    0.024614966535
 C   -0.362071194112   -0.560722567190    0.639333426506
 C    1.040564959093   -1.120264909613    0.883223023027
 H   -0.349651964227    1.861943436466   -1.897579202341
 H   -1.249311719989    0.355482768293   -1.890174405168
 H    0.504358822544    0.331833103576   -1.907508875299
 H    0.492262174024    1.410446550344    0.395987644104
 H   -1.244900780607    1.386706015625    0.361789621608
 H   -0.886780980158   -0.535948732646    1.591005170485
 H   -0.925717009141   -1.238126601547    0.002495131321
 H    1.618320750626   -1.169718247073   -0.035644242415
 H    1.588031744796   -0.496103286747    1.583355921017
 H    0.996919298648   -2.123173620132    1.296997796348
"
19,95,10.223702914971375,-157.2945009145239,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5297763294
    C                 2    1.5403615528      1  113.4642533847
    C                 3    1.5296111846      2  113.4310029779      1   95.0000000000
    H                 1    1.0857943625      2  111.2344561000      3 -179.1453721790
    H                 1    1.0860102561      2  110.7812064481      3   60.9645184855
    H                 1    1.0867558990      2  111.6133520278      3  -58.9828336408
    H                 2    1.0872134791      3  109.7187466292      1 -123.3425898209
    H                 2    1.0868432794      3  109.3598680493      1  120.7277387356
    H                 3    1.0868611194      4  108.1463672044      2 -121.4781538236
    H                 3    1.0871003636      4  109.8527212300      2  123.2434533499
    H                 4    1.0867266989      3  111.5609690718      2  -58.3649035505
    H                 4    1.0859773168      3  110.7946608990      2   61.5486772238
    H                 4    1.0858047727      3  111.2674283428      2 -178.5336865387

","0 1
 C   -0.360968094653    0.837961385665   -1.532966536514
 C   -0.360968094653    0.837961385665   -0.003190207150
 C   -0.360968094653   -0.575025627643    0.610146090128
 C    1.037170068438   -1.084265229792    0.964540052296
 H   -0.345872464362    1.849924415360   -1.926225161456
 H   -1.248714078342    0.345156834313   -1.918283313931
 H    0.504912219725    0.317334852962   -1.933263524627
 H    0.494028971193    1.398446902446    0.366768104004
 H   -1.242396589754    1.377074879513    0.333957776214
 H   -0.960774736313   -0.574302319444    1.516511668841
 H   -0.845929768137   -1.270839216204   -0.069885398634
 H    1.687198228041   -1.105056841475    0.093904641385
 H    1.503375558019   -0.444789800095    1.708227048863
 H    0.998722129038   -2.090983056782    1.369525209090
"
20,100,11.851786817242724,-157.29388080964642,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5297119014
    C                 2    1.5421447580      1  113.4093566650
    C                 3    1.5297563287      2  113.4279682051      1  100.0000000000
    H                 1    1.0859435856      2  111.2924528584      3 -178.9778911761
    H                 1    1.0860165059      2  110.7977426447      3   61.0980848533
    H                 1    1.0868577800      2  111.4855812432      3  -58.7627436425
    H                 2    1.0869480471      3  109.7378025915      1 -123.0561389391
    H                 2    1.0867785099      3  109.5117137796      1  120.9847010396
    H                 3    1.0866954874      4  108.1897025345      2 -121.7488069447
    H                 3    1.0869962628      4  109.7040801643      2  123.0441998782
    H                 4    1.0868392647      3  111.5082033522      2  -58.2914642436
    H                 4    1.0859149991      3  110.7951822233      2   61.5866879633
    H                 4    1.0858048220      3  111.2919239496      2 -178.4972686497

","0 1
 C   -0.356979307543    0.826753042084   -1.561178983576
 C   -0.356979307543    0.826753042084   -0.031467082160
 C   -0.356979307543   -0.588457406716    0.581223574099
 C    1.025340399720   -1.049781563984    1.046547841629
 H   -0.338930311884    1.838408112472   -1.955516051768
 H   -1.245779412801    0.336070261392   -1.946791007270
 H    0.507736910030    0.302293473750   -1.959259199351
 H    0.500507776985    1.385332270977    0.334813141327
 H   -1.235175184980    1.369375980555    0.308267927888
 H   -1.028668061311   -0.614994944840    1.435060244392
 H   -0.757686643632   -1.298745519656   -0.137445545043
 H    1.742882195521   -1.044432179732    0.230260672442
 H    1.407806576154   -0.396699032423    1.825273862905
 H    0.990228049518   -2.058391327034    1.447104429723
"
21,105,13.296735660246117,-157.2933304572819,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5296130864
    C                 2    1.5438185706      1  113.3984726290
    C                 3    1.5296335210      2  113.4210296086      1  105.0000000000
    H                 1    1.0859373224      2  111.3055647159      3 -179.1029632688
    H                 1    1.0860463492      2  110.8688283865      3   60.9097663680
    H                 1    1.0869072851      2  111.3645330239      3  -58.9095896396
    H                 2    1.0868940725      3  109.7557120711      1 -122.7980074064
    H                 2    1.0866458664      3  109.6399895673      1  121.2247968707
    H                 3    1.0865260104      4  108.3038887971      2 -121.9838362819
    H                 3    1.0869493149      4  109.5210716841      2  122.9055813195
    H                 4    1.0868850491      3  111.3910948394      2  -58.4825900083
    H                 4    1.0859783118      3  110.8494151496      2   61.3502976910
    H                 4    1.0858234495      3  111.3115320898      2 -178.6770625167

","0 1
 C   -0.350240680659    0.815317593823   -1.589508538518
 C   -0.350240680659    0.815317593823   -0.059895452081
 C   -0.350240680659   -0.601545384522    0.553191066737
 C    1.005537806896   -1.015285186884    1.128049986247
 H   -0.334401592715    1.826913561390   -1.984074869833
 H   -1.237028837159    0.321935604709   -1.976390498393
 H    0.516574614827    0.292619030904   -1.985469271670
 H    0.509612670490    1.372531943277    0.302738120603
 H   -1.225415032946    1.361205070237    0.281975803134
 H   -1.088926795684   -0.656087658961    1.348116682771
 H   -0.663236105758   -1.324671108860   -0.195529083849
 H    1.783310835483   -0.986301463946    0.369401075471
 H    1.304431777177   -0.348544665182    1.931460444870
 H    0.973079412527   -2.023969514155    1.528693149348
"
22,110,14.413922757742235,-157.29290494286755,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5294587522
    C                 2    1.5451174958      1  113.4030733609
    C                 3    1.5294794661      2  113.4264760068      1  110.0000000000
    H                 1    1.0859224499      2  111.3154821762      3 -179.3343855848
    H                 1    1.0861022377      2  110.9478965116      3   60.6180076810
    H                 1    1.0868757193      2  111.2417468307      3  -59.1666961574
    H                 2    1.0868312760      3  109.7439085273      1 -122.5026543382
    H                 2    1.0865521950      3  109.7516349234      1  121.5284443357
    H                 3    1.0864258311      4  108.4781914788      2 -122.2446554707
    H                 3    1.0869619262      4  109.3024615890      2  122.7293861336
    H                 4    1.0868599010      3  111.2672627230      2  -58.8050295840
    H                 4    1.0860857727      3  110.9209091519      2   60.9898487117
    H                 4    1.0858426710      3  111.3261869354      2 -178.9786907801

","0 1
 C   -0.340829483940    0.803955572507   -1.617297377416
 C   -0.340829483940    0.803955572507   -0.087838625187
 C   -0.340829483940   -0.614050238665    0.525877592162
 C    0.977940793124   -0.981451898383    1.207910153071
 H   -0.329077387043    1.815525102469   -2.012033417597
 H   -1.224673197475    0.306301153016   -2.005599372753
 H    0.529023971757    0.284733319420   -2.011076562688
 H    0.521882691686    1.359226230333    0.270775960432
 H   -1.212496445817    1.353343726923    0.257074459284
 H   -1.141187677044   -0.698694064558    1.255660622897
 H   -0.562687746392   -1.346868500737   -0.245642035019
 H    1.810169444884   -0.929431045293    0.510806325407
 H    1.192695416203   -0.302600075929    2.028046093484
 H    0.946772269515   -1.989287777598    1.610836535633
"
23,115,15.095232104210064,-157.29264544564617,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5293424960
    C                 2    1.5459174141      1  113.4106100387
    C                 3    1.5293373904      2  113.4330069862      1  115.0000000000
    H                 1    1.0859058343      2  111.3239012809      3 -179.6374750656
    H                 1    1.0861925897      2  111.0279597003      3   60.2632241252
    H                 1    1.0867984641      2  111.1273784280      3  -59.4949680338
    H                 2    1.0869314184      3  109.6986268094      1 -122.1621700803
    H                 2    1.0864411978      3  109.8470011555      1  121.8766919726
    H                 3    1.0863114001      4  108.6996977240      2 -122.5205771146
    H                 3    1.0870041405      4  109.0639185997      2  122.5129898499
    H                 4    1.0867879335      3  111.1469433041      2  -59.2018674802
    H                 4    1.0861925508      3  111.0054644476      2   60.5647334152
    H                 4    1.0858414185      3  111.3361357939      2 -179.3478460501

","0 1
 C   -0.328868850998    0.792726505252   -1.644177028181
 C   -0.328868850998    0.792726505252   -0.114834532218
 C   -0.328868850998   -0.625932635360    0.499386025871
 C    0.942867977695   -0.948431686518    1.285231210472
 H   -0.322468469706    1.804270558600   -2.039055673191
 H   -1.209215316049    0.289836574287   -2.033928437174
 H    0.544558556190    0.278135114519   -2.035905462904
 H    0.537419672993    1.345373765852    0.239488917387
 H   -1.196660598782    1.345637605538    0.233850532013
 H   -1.184532391785   -0.742774397141    1.158370369861
 H   -0.456991462454   -1.364868257059   -0.287466403016
 H    1.823904594216   -0.872994216860    0.653415034025
 H    1.073023987652   -0.259670254510    2.114978979576
 H    0.911749150583   -1.954977608987    1.691369746685
"
24,120,15.273656186010529,-157.29257748745113,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5291978400
    C                 2    1.5461186856      1  113.4230453494
    C                 3    1.5291985147      2  113.4382658239      1  120.0000000000
    H                 1    1.0858889857      2  111.3268589552      3 -179.9788828377
    H                 1    1.0863056122      2  111.1112506190      3   59.8812071616
    H                 1    1.0866914084      2  111.0250310244      3  -59.8629933504
    H                 2    1.0870229434      3  109.6286269223      1 -121.8187081115
    H                 2    1.0863972499      3  109.9194183951      1  122.2485119360
    H                 3    1.0862812310      4  108.9491196700      2 -122.7918656922
    H                 3    1.0870948785      4  108.8273884647      2  122.2710043681
    H                 4    1.0866835181      3  111.0379046731      2  -59.6228011433
    H                 4    1.0863308927      3  111.0914355893      2   60.1236054557
    H                 4    1.0858403742      3  111.3431593236      2 -179.7434069076

","0 1
 C   -0.314436255213    0.781621959513   -1.669914052777
 C   -0.314436255213    0.781621959513   -0.140716212808
 C   -0.314436255213   -0.637088524753    0.473892241361
 C    0.900617383918   -0.916357514078    1.359387347414
 H   -0.314063442323    1.793150112325   -2.064838787722
 H   -1.191010370880    0.273105518159   -2.061179604101
 H    0.562795800317    0.272351054392   -2.059792601927
 H    0.555555052927    1.331270406108    0.209456013978
 H   -1.178277695607    1.337906156728    0.212249568027
 H   -1.218237233037   -0.787779850525    1.057367030570
 H   -0.347436741304   -1.378461599193   -0.320495703700
 H    1.824763036449   -0.816482709673    0.796483354876
 H    0.945723247083   -0.220227868294    2.192144086094
 H    0.868507314728   -1.921492900940    1.768925032917
"
25,125,14.92729392058697,-157.2927094099705,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5290762455
    C                 2    1.5456937746      1  113.4317957030
    C                 3    1.5290719013      2  113.4361157978      1  125.0000000000
    H                 1    1.0858804667      2  111.3244817962      3  179.6604625752
    H                 1    1.0864365119      2  111.1943117535      3   59.4890978958
    H                 1    1.0865742654      2  110.9378202345      3  -60.2509763461
    H                 2    1.0871928125      3  109.5438672886      1 -121.4859358490
    H                 2    1.0863914713      3  109.9658209699      1  122.6094499334
    H                 3    1.0862776106      4  109.2074352483      2 -123.0349805794
    H                 3    1.0872164611      4  108.6147264103      2  122.0234999284
    H                 4    1.0865704006      3  110.9443061823      2  -60.0554904534
    H                 4    1.0864613112      3  111.1755194580      2   59.6787052697
    H                 4    1.0858339010      3  111.3471354848      2  179.8494531557

","0 1
 C   -0.297647198653    0.770750033907   -1.694227540855
 C   -0.297647198653    0.770750033907   -0.165151295395
 C   -0.297647198653   -0.647476698893    0.449504851672
 C    0.851565571435   -0.885487306425    1.429669041551
 H   -0.303641576402    1.782268942404   -2.089107209986
 H   -1.170336288312    0.256473180339   -2.087009115076
 H    0.583432507103    0.267191412713   -2.082519829313
 H    0.576060835971    1.317246289332    0.181207369410
 H   -1.157780820853    1.329939389601    0.192233434857
 H   -1.241694413873   -0.833224852543    0.953758286077
 H   -0.235427566122   -1.387517907195   -0.344540084528
 H    1.812865567604   -0.759999134985    0.938965188146
 H    0.811558729130   -0.184741054927    2.258977382529
 H    0.817620261291   -1.889273698495    1.842338225766
"
26,130,14.078099100699323,-157.29303285143996,"    units Angstrom
    0 1
    --
    0 1
    C           
    C                 1    1.5289765164
    C                 2    1.5447105360      1  113.4313283452
    C                 3    1.5289512938      2  113.4342376865      1  130.0000000000
    H                 1    1.0858066638      2  111.3190778038      3  179.3457503312
    H                 1    1.0865046000      2  111.2727314532      3   59.1538430050
    H                 1    1.0863928108      2  110.8697337132      3  -60.5929940991
    H                 2    1.0874270849      3  109.4544630752      1 -121.1881874876
    H                 2    1.0864146711      3  109.9818561189      1  122.9314759272
    H                 3    1.0863277097      4  109.4500194321      2 -123.2237778791
    H                 3    1.0873635865      4  108.4446445118      2  121.7997706029
    H                 4    1.0863103127      3  110.8743660843      2  -60.5318471311
    H                 4    1.0864708184      3  111.2584842254      2   59.2004798207
    H                 4    1.0857063679      3  111.3498019025      2  179.3989501001

","0 1
 C   -0.278585747182    0.760331702620   -1.716894852514
 C   -0.278585747182    0.760331702620   -0.187918336088
 C   -0.278585747182   -0.656997885713    0.426335258099
 C    0.796051289696   -0.856342323636    1.495498058029
 H   -0.290135682243    1.771770915674   -2.111652282446
 H   -1.147842836050    0.241200911409   -2.111087167173
 H    0.605737793897    0.261898522679   -2.103916272173
 H    0.598564692431    1.303783185433    0.155251093037
 H   -1.135544137453    1.321688764337    0.173740901590
 H   -1.254615549720   -0.878349045391    0.848801092833
 H   -0.122471765350   -1.392041015242   -0.359603411090
 H    1.788259433981   -0.704882188959    1.079982809713
 H    0.671820977746   -0.153596845616    2.314726025018
 H    0.758999039104   -1.858669243185    1.911101468101
"
