SMILES,Name,ID,Source,HeavyAtomCount,MolWt,MolLogP,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumRotatableBonds,NumAromaticRings,TPSA
C=C(C)[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H](OC(=O)[C@@H](C)[C@@H](O)/C=C/C=C/C(=O)O)[C@@H]2C,NPA000002,NPA000002,NPAtlas,30,416.514,3.620,2,6,5,2,7,0,100.900
O=Nc1[nH]c(O)c(-c2ccccc2)c1-c1ccc(O)c([N+](=O)[O-])c1,NPA000004,NPA000004,NPAtlas,24,325.280,4.066,3,8,6,3,4,3,128.820
C[C@@]1(CO)CCC[C@]2(C)[C@H]3C[C@@]45OC4[C@H](O)[C@]4(CO)OC4[C@]5(O)CC3=CC[C@@H]12,NPA000005,NPA000005,NPAtlas,28,392.492,0.905,4,6,6,4,2,0,105.980
COc1cccc2oc3cc4c(c(O)c3c(=O)c12)[C@@H]1C[C@@H](O)C[C@](C)(O4)O1,NPA000007,NPA000007,NPAtlas,27,370.357,2.981,2,7,7,2,1,3,98.360
CCC(=O)[C@H](C)[C@@H](O)[C@@H](C)C(=O)CC/C(C)=CCC(O)/C(C)=C/c1csc(C)n1,NPA000008,NPA000008,NPAtlas,29,421.603,4.514,2,5,6,2,12,1,87.490
COc1cc(C(=O)O)cc(=O)c(OC)c1O,NPA000009,NPA000009,NPAtlas,16,226.184,0.468,2,6,5,2,3,1,93.060
Cc1cc(O)c(CO)c2c1C(=O)Oc1c(C)c(O)c(O)c(C)c1O2,NPA000010,NPA000010,NPAtlas,24,332.308,2.546,4,7,7,4,1,2,116.450
O=c1oc(CO)cc2cc(O)c(CO)c(O)c12,NPA000011,NPA000011,NPAtlas,17,238.195,0.189,4,6,6,4,2,2,111.130
CC[C@@H](C)C[C@@H](C)/C=C/[C@@H]1C=C[C@@H](O)[C@@H]2O[C@]3(C)OC(=O)[C@]12C3O,NPA000012,NPA000012,NPAtlas,24,336.428,2.181,2,5,5,2,5,0,75.990
CC(=O)NC(Cc1ccc(OCC=C(C)C)cc1)C(=O)O,NPA000013,NPA000013,NPAtlas,21,291.347,2.163,2,5,3,2,7,1,75.630
CC(=O)/C(C)=C/C=C/C=C/C=C/C(C)=C/C1=C(C)C(=O)[C@H](C)C1,NPA000014,NPA000014,NPAtlas,23,310.437,5.062,0,2,2,0,6,0,34.140
CCCCCCCCCCCCC/C=C/CC/C=C(C)C(=O)NCCOC(C)=O,NPA000016,NPA000016,NPAtlas,29,407.639,6.650,1,4,3,1,19,0,55.400
COc1ccc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)CCC(=O)C(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc1,NPA000019,NPA000019,NPAtlas,34,468.546,3.660,2,7,7,2,2,2,106.200
C=C(C)c1nc(-c2nc(/C=C/C(OC)C(C)/C(=CC(=O)OC)OC)cs2)cs1,NPA000022,NPA000022,NPAtlas,28,420.556,4.667,0,6,8,0,9,2,70.540
CC(=O)OC[C@H]1O[C@H](Oc2ccc(O)c3c2C[C@@H](C)OC3=O)[C@H](O)[C@@H](O)[C@@H]1O,NPA000023,NPA000023,NPAtlas,28,398.364,-0.757,4,10,10,4,4,1,151.980
CCC(=O)O[C@@H]1[C@@H](O)CN[C@H]1Cc1ccc(OC)cc1,NPA000024,NPA000024,NPAtlas,20,279.336,0.892,2,5,5,2,5,1,67.790
COc1cc2oc3c(OC)c(-c4ccc(O)cc4)c(OC(C)=O)c(OC(C)=O)c3c2cc1OC,NPA000025,NPA000025,NPAtlas,34,466.442,4.835,1,9,9,1,6,4,113.660
CCCc1ccc(O)c(O)c1C(=O)NOC,NPA000028,NPA000028,NPAtlas,16,225.244,1.341,3,5,4,3,4,1,78.790
CC(C)/C=C/C=C/C(=O)NC1=CC(O)(CCC(N)=O)C=CC1=O,NPA000029,NPA000029,NPAtlas,23,318.373,0.890,4,6,4,3,7,0,109.490
C[C@]12CC[C@@H](O)[C@@](C)(CO)[C@@H]1[C@H](O)C[C@H]1C[C@@H]3C[C@@]12CC[C@]3(O)CO,NPA000030,NPA000030,NPAtlas,25,354.487,1.057,5,5,5,5,2,0,101.150
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,NPA000031,NPA000031,NPAtlas,24,324.424,3.173,1,4,4,1,4,2,45.590
CC(C)C[C@@H]1NC(=O)[C@H]2C[C@@H](O)CN2C1=O,NPA000032,NPA000032,NPAtlas,16,226.276,-0.507,2,5,3,2,2,0,69.640
CC(C)=CC[C@H]1O[C@]1(C)[C@H]1C[C@H](O)CC[C@]12CO2,NPA000034,NPA000034,NPAtlas,18,252.354,2.430,1,3,3,1,3,0,45.290
CNCC1OC(OC2C(N)CC(NC(=O)[C@@H](O)CCN)C(O)C2O)C(N)C(O)C1O,NPA000038,NPA000038,NPAtlas,30,437.494,-5.988,13,13,12,10,8,0,238.800
O=c1[nH]cnc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[nH]nc12,NPA000039,NPA000039,NPAtlas,19,268.229,-2.200,5,9,7,5,2,2,144.350
COc1ccc(/C=C2/C(=O)N[C@@H](Cc3ccccc3)C(=O)N2C)cc1,NPA000042,NPA000042,NPAtlas,25,336.391,2.236,1,5,3,1,4,2,58.640
CC1(C)[C@@H](O)CC[C@]2(C)[C@@H](CO)[C@@](O)(CO)CC[C@@H]12,NPA000043,NPA000043,NPAtlas,19,272.385,0.915,4,4,4,4,2,0,80.920
COc1cc(O)c2c(c1O)[C@H]1OC[C@@H](C2=O)[C@@H]1CC(C)=O,NPA000044,NPA000044,NPAtlas,21,292.287,1.585,2,6,6,2,3,1,93.060
COc1cc(O)c2ccccc2c1N=O,NPA000045,NPA000045,NPAtlas,15,203.197,2.952,1,4,4,1,2,2,58.890
NC(=O)c1cn(CCO)c(Cc2ccccc2)cc1=O,NPA000048,NPA000048,NPAtlas,20,272.304,0.530,3,5,4,2,5,2,85.320
CCc1ccc2c(c1C(=O)OC)C(=O)c1c(c(O)c3c(O)ccc(O)c3c1O)C2=O,NPA000050,NPA000050,NPAtlas,30,408.362,2.787,4,8,8,4,2,3,141.360
C/C=C/C1=CC=C/C(=C2/C(=O)CNC2=O)O1,NPA000051,NPA000051,NPAtlas,16,217.224,0.986,1,4,3,1,1,0,55.400
COc1cccc2c1CO[C@@H]2C[C@@H](O)[C@@H](O)[C@H]1O[C@@H]1C,NPA000052,NPA000052,NPAtlas,20,280.320,1.166,2,5,5,2,5,1,71.450
CC(=O)N[C@H]1[C@@H](OC/C(C)=C2CC(C)(C)CC3C(C)CCC23)O[C@H](CO)[C@@H](O)[C@@H]1O,NPA000056,NPA000056,NPAtlas,30,425.566,1.745,4,7,6,4,5,0,108.250
CC(C)=CCc1c(O)ccc2c(=O)oc(C)cc12,NPA000057,NPA000057,NPAtlas,18,244.290,3.316,1,3,3,1,2,2,50.440
CC(C)=CCCC1(C)OC1CC/C(C)=C/COC[C@H]1O[C@@H](N2CCC(=O)NC2=O)[C@H](O)[C@@H]1O,NPA000059,NPA000059,NPAtlas,33,466.575,2.022,3,9,7,3,11,0,120.860
O=C1Oc2cc(O)ccc2/C1=Cc1ccc(O)cc1,NPA000060,NPA000060,NPAtlas,19,254.241,2.557,2,4,4,2,1,2,66.760
CC(CO)CCCC(C)C1=CCC(C)(O)C1CC1=C(O)C(O)CCC1=O,NPA000061,NPA000061,NPAtlas,26,366.498,3.045,4,5,5,4,8,0,97.990
CO[C@H]1O[C@@H](OC)[C@@]2(C)[C@H](OC(C)=O)C(C)(C)[C@@H]3[C@@H](O)C[C@@H](C)[C@H]1[C@@]32O,NPA000062,NPA000062,NPAtlas,26,372.458,1.304,2,7,7,2,3,0,94.450
CC(=O)C[C@@H]1CC(=O)[C@H](O)CC/C(C)=C[C@H]2C=C(C)[C@@H](C)[C@H]3[C@H](CC(C)C)NC(=O)[C@@]23C1=O,NPA000063,NPA000063,NPAtlas,33,457.611,3.570,2,6,5,2,4,0,100.540
COc1cc(O)cc(C)c1C(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2ccc(=O)[nH]c2=O)[C@@H]1O,NPA000065,NPA000065,NPAtlas,29,408.363,-0.965,4,11,10,4,5,2,160.310
CO[C@@H]1C(=O)Nc2ccccc2[C@@]1(O)c1ccccc1,NPA000066,NPA000066,NPAtlas,20,269.300,1.890,2,4,3,2,2,2,58.560
COC(=O)[C@@H]1c2c(oc3cccc(O)c3c2=O)OC=C[C@@H]1O,NPA000067,NPA000067,NPAtlas,22,304.254,1.022,2,7,7,2,1,2,106.200
CC(=O)NC(C(=O)N(C)C(CC(C)C)C(=O)N/C=Cc1c(CC=C(C)C)[nH]c2ccccc12)C(C)C,NPA000068,NPA000068,NPAtlas,36,494.680,4.797,3,7,3,3,11,2,94.300
CCCCCC(=O)O[C@@H]1C=C2COC(=O)[C@]2(O)[C@]2(C)[C@@H]1C(C)(C)CC[C@H]2O,NPA000069,NPA000069,NPAtlas,27,380.481,2.510,2,6,6,2,5,0,93.060
CC(C)=CCOc1ccc(CCO)cc1,NPA000070,NPA000070,NPAtlas,15,206.285,2.566,1,2,2,1,5,1,29.460
CC(=O)OC[C@@]1(O)CC[C@]23C[C@H]1C[C@@H]2CC[C@@H]1[C@]3(C)CC[C@H]2O[C@@H](c3ccc(O)cc3)OC[C@]21C,NPA000071,NPA000071,NPAtlas,35,484.633,5.123,2,6,6,2,3,1,85.220
O=C1c2c(O)cc(CO)cc2C(=O)c2c(Cl)c(O)cc(O)c21,NPA000073,NPA000073,NPAtlas,22,320.684,1.724,4,6,6,4,1,2,115.060
CC1=C2CC[C@@]3(C)C/C=C(/C)CC(=O)C[C@@H](C)C[C@@H](OC1=O)[C@]23O,NPA000078,NPA000078,NPAtlas,24,332.440,3.485,1,4,4,1,0,0,63.600
C[C@H]([C@@H]1C[C@H](C(C)(C)C)C(=O)O1)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,NPA000079,NPA000079,NPAtlas,35,484.765,7.711,1,3,3,1,2,0,46.530
C/C=C(C)/C=C(C)C(O)C(C)/C=C(C)/C=C/C/C(C)=C/Cc1[nH]c(OC)cc(=O)c1C,NPA000080,NPA000080,NPAtlas,31,425.613,5.983,2,4,3,2,10,1,62.320
CC1OC(=O)C[C@H](C)OC(=O)/C=C[C@@H](O)[C@H](C)OC(=O)/C=CC1O,NPA000081,NPA000081,NPAtlas,24,342.344,0.019,2,8,8,2,0,0,119.360
CC(=O)N1CC[C@]23c4ccccc4N[C@H]4N(C)c5cccc6c5[C@]42CCN([C@H]6C=C(C)C)[C@H]13,NPA000082,NPA000082,NPAtlas,33,440.591,4.369,1,5,4,1,1,2,38.820
CC(=O)C=CC1=C(C=CCO)C(=O)OC1,NPA000085,NPA000085,NPAtlas,15,208.213,0.533,1,4,4,1,4,0,63.600
C/C(=CCO)CC/C=C(C)CC/C=C(C)CC/C=C(C)COC(=O)/C=C/C(=O)O,NPA000086,NPA000086,NPAtlas,29,404.547,5.289,2,5,4,2,14,0,83.830
Cc1c2c(cc3c1C[C@@H](O)CC3)[C@]13CC[C@H]([C@H](C)[C@]4(OC(C)(C)[C@@H](C)[C@H]4O)O1)[C@@]3(C)C=C2,NPA000088,NPA000088,NPAtlas,32,438.608,4.651,2,4,4,2,0,1,58.920
COC(=O)C(O)(C[C@@H](O)C(=O)O)[C@@H]1Cc2c(oc3cc(C)cc(O)c3c2=O)S1,NPA000090,NPA000090,NPAtlas,28,410.400,0.564,4,9,9,4,5,2,154.500
CC(C)=CCC[C@@](C)(O)[C@@H]1CC[C@@](C)(O)[C@H]1C,NPA000091,NPA000091,NPAtlas,17,240.387,3.281,2,2,2,2,4,0,40.460
C/C=C/CC/C=C/c1c(O)cc(CC=C(C)C)c(O)c1C=O,NPA000092,NPA000092,NPAtlas,22,300.398,4.789,2,3,3,2,7,1,57.530
C=C1C(=O)[C@]2(OC)C(=O)O[C@@]34C[C@H](C)C(C(=O)O)=C[C@@H]3CCC[C@@H](C)[C@H](O)[C@@H](C)[C@H]1O[C@H]24,NPA000093,NPA000093,NPAtlas,32,448.512,2.044,2,8,7,2,2,0,119.360
CS[C@@]12C[C@@H]3[C@@H](O)C=C[C@H](O)[C@H]3N1C(=O)[C@]1(SC)C[C@@H]3[C@@H](O)C=C[C@H](O)[C@H]3N1C2=O,NPA000095,NPA000095,NPAtlas,30,454.570,-0.864,4,8,8,4,2,0,121.540
COc1cc(O)c2c(c1)C(=O)C1=C(C2=O)C(OC)OC(C)=C1,NPA000097,NPA000097,NPAtlas,22,302.282,1.983,1,6,6,1,2,1,82.060
CC(=O)CCCC[C@H](O)[C@@H]1CCC2=C(CC[C@H](O)C2=O)O1,NPA000098,NPA000098,NPAtlas,21,296.363,1.654,2,5,5,2,6,0,83.830
COc1cc(C2=CC(=O)[C@@](C)(c3ccc(O)c(OC)c3)C2=O)ccc1O,NPA000099,NPA000099,NPAtlas,26,354.358,2.608,2,6,6,2,4,2,93.060
C=C1C(=O)C[C@@H](O)[C@@H](C)C(=O)[C@@H](O)[C@H]2[C@@H]1CC2(C)C,NPA000100,NPA000100,NPAtlas,19,266.337,1.105,2,4,4,2,0,0,74.600
CC(CO)C1=C2[C@H]3C[C@H]4OC(O)(C=C4CO)[C@]3(C)CC[C@@]2(C)C=C1,NPA000101,NPA000101,NPAtlas,24,332.440,2.314,3,4,4,3,3,0,69.920
Cc1cc(O)c2c(c1O)C(=O)C(O)=C(O)C2=O,NPA000102,NPA000102,NPAtlas,17,236.179,1.113,4,6,6,4,0,1,115.060
CCCCCCCC(=O)O[C@@H]1[C@@H]2[C@H](CC1(C)C)[C@H](O)C1=C(Cl)C(=O)[C@@](O)(CO)[C@]12C,NPA000103,NPA000103,NPAtlas,30,442.980,3.101,3,6,6,3,8,0,104.060
CCCCC/C=C(C)C(=O)O[C@@]1(C)C(=O)C=C2C=C(C3=C(C)CC(O)CC3=O)OC=C2C1=O,NPA000104,NPA000104,NPAtlas,33,454.519,3.731,1,7,7,1,7,0,106.970
C/C1=C/CC/C(C(=O)O)=CCc2cc(ccc2O)OC(C)(C)[C@@H](O)CC1,NPA000106,NPA000106,NPAtlas,26,360.450,3.984,3,5,4,3,1,1,86.990
C=C[C@@]1(C)CC=C2[C@@H](CC[C@@H]3C(C)(C)[C@H](OC(=O)C(N)=O)CC[C@@]23C)C1,NPA000107,NPA000107,NPAtlas,26,359.510,4.149,2,4,3,1,2,0,69.390
Cc1cnc(-c2cc(O)ccc2O)c2c1[C@@H](O)CC2,NPA000112,NPA000112,NPAtlas,19,257.289,2.448,3,4,4,3,1,2,73.580
Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(C)c(C(=O)O)c(O)c(CO)c1O2,NPA000114,NPA000114,NPAtlas,27,374.301,2.043,4,9,8,4,3,2,150.590
COc1ccc(-c2cc3c(c(=O)o2)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]2(C)O3)cc1,NPA000117,NPA000117,NPAtlas,32,438.564,5.222,1,5,5,1,2,2,68.900
COc1c(Cl)cc2c(c1OC)N(C)C1N3C(=O)C4(C)SSC3(CC21O)C(=O)N4C,NPA000121,NPA000121,NPAtlas,29,457.961,1.833,1,8,8,1,2,1,82.550
CC[C@H](C)/C=C(C)C=CC1=CC2=C(Cl)C(=O)[C@@]3(C)OC4(O)C[C@H](C)OC(=O)[C@@H]4[C@H]3C2=CO1,NPA000124,NPA000124,NPAtlas,32,460.954,4.454,1,6,6,1,4,0,82.060
CC1(C)[C@@H](O)CC[C@]2(C)[C@@H](CO)[C@@H](CO)CC[C@@H]12,NPA000125,NPA000125,NPAtlas,18,256.386,1.801,3,3,3,3,2,0,60.690
C[C@H]1C[C@@H](C)C(=O)[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1,NPA000127,NPA000127,NPAtlas,20,281.352,1.041,2,5,4,2,3,0,83.470
C[C@@H]1CC(=O)C2=C(C1)C1OC1[C@]1(O)[C@H]2C(=O)c2cccc(O)c2[C@@H]1O,NPA000128,NPA000128,NPAtlas,25,342.347,1.046,3,6,6,3,0,1,107.360
O=C1C=C(CCC(=O)OCCc2ccccc2)CC1,NPA000129,NPA000129,NPAtlas,19,258.317,2.842,0,3,3,0,6,1,43.370
Cc1cc(O)cc(O)c1C(=O)O[C@@]1(C)C(=O)C2=C(C=C(/C=C/CO)OC2)C[C@H]1O,NPA000130,NPA000130,NPAtlas,29,402.399,1.415,4,8,8,4,4,1,133.520
COC(=O)c1ccc(O)c(NC(=O)CC[C@]2(C)C(=O)C[C@@H](O)[C@]34CC5C[C@H](O[C@@]5(C)C3)C24)c1O,NPA000131,NPA000131,NPAtlas,34,473.522,2.517,4,9,8,4,5,1,142.390
C/C(=CC(=O)O)c1ccc(CO)c(=O)o1,NPA000132,NPA000132,NPAtlas,15,210.185,0.620,2,5,4,2,3,1,87.740
COC(=O)c1cc(O)cc(OC)c1Oc1c(Cl)c(C)cc(O)c1C(=O)OC,NPA000133,NPA000133,NPAtlas,27,396.779,3.434,2,8,8,2,5,2,111.520
COc1cc2c(c(O)c1OC)C(=O)O[C@@H]1C[C@H](C[C@@H](C)O)O[C@H]21,NPA000134,NPA000134,NPAtlas,23,324.329,1.549,2,7,7,2,4,1,94.450
CC(C)(C=CC[C@@H](CO)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)OO,NPA000136,NPA000136,NPAtlas,34,474.726,6.920,3,4,4,3,6,0,69.920
C[C@@H]1CCN2C[C@]34Cc5c([nH]c6ccccc56)C(C)(C)[C@@H]3C[C@]12C(=O)N4,NPA000137,NPA000137,NPAtlas,26,349.478,2.971,2,4,2,2,0,2,48.130
C=C(C(=O)O)C(CCCCCC(=O)OCC)C(=O)O,NPA000140,NPA000140,NPAtlas,19,272.297,1.842,2,6,4,2,10,0,100.900
C=C(COC(C)=O)[C@@]12O[C@@H]1[C@@]1(C)C(=C[C@H]2O)C=C[C@@H](O)[C@@H]1C,NPA000142,NPA000142,NPAtlas,22,306.358,1.117,2,5,5,2,3,0,79.290
C=C=CCOc1ccc(CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1,NPA000143,NPA000143,NPAtlas,24,338.356,-0.277,4,7,7,4,7,1,108.610
CC(=O)OCC1=CC(=O)C2(C(/C=C(C)/C=C/C=C(C)CCC=C(C)C)OC(C)=O)OC2C1=O,NPA000145,NPA000145,NPAtlas,33,456.535,3.892,0,7,7,0,10,0,99.270
C[C@H]1CC[C@H]2[C@@H](C=C[C@@H]3COC(=O)[C@@]32C)[C@@H]1O,NPA000146,NPA000146,NPAtlas,17,236.311,1.759,1,3,3,1,0,0,46.530
CC(C)=CCc1c(OC(=O)c2c(C)cc(O)cc2O)cc2c(c1O)CN(C(CC(C)C)C(=O)O)C2=O,NPA000147,NPA000147,NPAtlas,36,497.544,4.295,4,9,7,4,8,2,144.600
NC(CCCCNC(=O)Cc1c[nH]c2ccccc12)C(=O)O,NPA000148,NPA000148,NPAtlas,22,303.362,1.409,5,6,3,4,8,2,108.210
C/C=C/C=C/CCCCCCC(=O)CNC(C)=O,NPA000149,NPA000149,NPAtlas,18,251.370,3.165,1,3,2,1,10,0,46.170
COc1cc(O)c2c(c1)[C@@H](O)[C@@H]1CC[C@@H](O1)[C@H](O)/C=CC[C@H](C)OC2=O,NPA000150,NPA000150,NPAtlas,26,364.394,1.848,3,7,7,3,1,1,105.450
CC1=C2CC[C@H](C)[C@]23CC[C@@H](C3)C1(C)C,NPA000151,NPA000151,NPAtlas,15,204.357,4.559,0,0,0,0,0,0,0.0
CCCCCCCC(=O)c1c(O)cc(OC)cc1CC(=O)OCC,NPA000152,NPA000152,NPAtlas,24,336.428,4.050,1,5,5,1,11,1,72.830
COc1ccc(-n2cnc3ccc(OC)cc3c2=O)c(CO)c1,NPA000153,NPA000153,NPAtlas,23,312.325,1.895,1,6,6,1,4,3,73.580
CCOC(=O)Cc1cc(O)cc2c1C(=O)C[C@@H](C[C@H](C)O)O2,NPA000154,NPA000154,NPAtlas,22,308.330,1.603,2,6,6,2,5,1,93.060
COc1cc(O)c2c(c1OC)/C=CC[C@H](O)[C@@H](O)C(=O)CCC[C@H](C)OC2=O,NPA000157,NPA000157,NPAtlas,28,394.420,1.833,3,8,8,3,2,1,122.520
O=C1N[C@H](Cc2ccc(O)cc2)C(=O)N2CCC[C@H]12,NPA000159,NPA000159,NPAtlas,19,260.293,0.424,2,5,3,2,2,1,69.640
COc1cc(C(=O)S)nc2c(O)cccc12,NPA000160,NPA000160,NPAtlas,16,235.264,2.019,1,4,4,2,2,2,59.420
CCC(C)CC(C)C1=Cc2cc3c(c(O)c2CO1)C(=O)C(=O)C(OC)=C3,NPA000161,NPA000161,NPAtlas,26,356.418,4.088,1,5,5,1,5,1,72.830
C[C@H]1C/C=C[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4ccccc4)NC(=O)C23[C@H](O)/C=C[C@@](C)(O)C1=O,NPA000163,NPA000163,NPAtlas,34,465.590,2.587,3,6,5,3,2,1,99.160
COc1cc2[nH]c1/C=C1/C=CC(=N1)CCCCCCCCCc1ccc-2[nH]1,NPA000164,NPA000164,NPAtlas,27,363.505,6.047,2,4,2,2,1,2,53.170
C/C=C(Cl)C1=CC(=O)[C@H](Cl)[C@@]1(O)C(=O)OC,NPA000165,NPA000165,NPAtlas,16,265.092,1.150,1,4,4,1,2,0,63.600
CC1=C2C[C@](C)(CO)C[C@@H]2C[C@@]2(C)CC[C@@]12O,NPA000166,NPA000166,NPAtlas,17,236.355,2.646,2,2,2,2,1,0,40.460
COC1=CC(=O)[C@]2(C)O[C@@]23CC(C)OC13O,NPA000171,NPA000171,NPAtlas,16,226.228,0.124,1,5,5,1,1,0,68.290
CC(=O)O[C@H]1C[C@](C)(O)/C=CC=C(CO)[C@H]2CC(C)(C)[C@]12O,NPA000176,NPA000176,NPAtlas,22,310.390,1.325,3,5,5,3,2,0,86.990
CO[C@@]1(C)C[C@H](O)[C@@]2(C)C[C@]34[C@H](C)C=CC(=O)[C@@]3(C)CC[C@@H]4[C@@H]12,NPA000177,NPA000177,NPAtlas,23,318.457,3.360,1,3,3,1,1,0,46.530
Oc1cccc2c1C1(Oc3cccc4cccc(c34)O1)[C@@H]1O[C@@H]1[C@@H]2O,NPA000178,NPA000178,NPAtlas,25,334.327,2.984,2,5,5,2,0,3,71.450
COC(=O)C(CCC#CC=C(Cl)Cl)C(CCCC#CCC(Cl)Cl)NC(C)=O,NPA000179,NPA000179,NPAtlas,27,455.209,4.750,1,4,3,1,9,0,55.400
Cc1cccnc1/C=C/C=C/[C@H](O)[C@@H](C)O,NPA000181,NPA000181,NPAtlas,16,219.284,1.701,2,3,3,2,4,1,53.350
CCCCCCCC/C(C)=CCCCCCCCC(=O)OCC(O)CO,NPA000182,NPA000182,NPAtlas,26,370.574,5.310,2,4,4,2,18,0,66.760
O=C1C[C@H](O)[C@H]2c3ccc(O)c4c3[C@](O)(c3ccc(O)c1c32)[C@@H](O)CC4=O,NPA000185,NPA000185,NPAtlas,27,368.341,0.674,5,7,7,5,0,2,135.290
NC(=O)c1ccc2c(c1)C=CO/C(=CCl)O2,NPA000186,NPA000186,NPAtlas,16,237.642,2.203,2,4,3,1,1,1,61.550
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@]34CC[C@]5(C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C)OO4,NPA000187,NPA000187,NPAtlas,31,430.673,6.698,1,3,3,1,4,0,38.690
COc1c(C)c(C)c2[nH]c3ccccc3c2c1O,NPA000188,NPA000188,NPAtlas,18,241.290,3.652,2,3,2,2,1,3,45.250
COC1=CC(=O)c2c(O)cc(OC)c(C)c2C1=O,NPA000189,NPA000189,NPAtlas,18,248.234,1.619,1,5,5,1,2,1,72.830
CCCCCCC[C@H]1C(=O)c2cccc(O)c2[C@@H]1O,NPA000190,NPA000190,NPAtlas,19,262.349,3.599,2,3,3,2,6,1,57.530
C=C[C@@]1(C)CCC2=C([C@H](O)[C@]3(O)OC[C@@]24CCCC(C)(C)[C@]34O)[C@H]1O,NPA000191,NPA000191,NPAtlas,25,350.455,1.651,4,5,5,4,1,0,90.150
CC1=C2C[C@@]3(C)C[C@H](O)[C@](C)(C[C@H](O)[C@H](O)[C@@](C)(O)CO)[C@H]3c3ccc(C)c(c32)C1,NPA000194,NPA000194,NPAtlas,30,416.558,2.444,5,5,5,5,5,1,101.150
CCCCCCCCCCCCCCCO[P@]1(=O)OC[C@@H]2COC(=O)C2=C(CCCC)O1,NPA000195,NPA000195,NPAtlas,32,472.603,7.866,0,6,6,0,18,0,71.060
COCc1c(CO)cc(O)c(C)c1OC,NPA000196,NPA000196,NPAtlas,15,212.245,1.348,2,4,4,2,4,1,58.920
CC(C)Cc1ncc(CC(C)(C)O)[nH]c1=O,NPA000199,NPA000199,NPAtlas,16,224.304,1.282,2,4,3,2,4,1,65.980
O=C(O)/C=C/C=C/C=C/[C@@]1(O)C=C(NC(=O)/C=C/C=C/C2CCCCC2)C(=O)[C@@H]2O[C@@H]21,NPA000201,NPA000201,NPAtlas,31,425.481,2.514,3,7,5,3,8,0,116.230
COc1cc(O)c2c(=O)c(OC)c(-c3cccc(Br)c3O)oc2c1OC,NPA000202,NPA000202,NPAtlas,26,423.215,3.660,2,7,7,2,4,3,98.360
CC[C@H](C)[C@H](O)/C(C)=C/C(C)(O)c1oc(=O)c(C)c(O)c1CO,NPA000203,NPA000203,NPAtlas,23,326.389,1.707,4,6,6,4,6,1,111.130
C[C@H]1C(=O)C=C2C[C@@]3(O)C[C@@](C)(CO)C[C@H]3[C@@]21C,NPA000204,NPA000204,NPAtlas,18,250.338,1.681,2,3,3,2,1,0,57.530
CCC(C)/C=C(C)/C=C/C(=O)/C=C(O)C1=C2C3=COC(CC(C)O)=CC3=CC(=O)[C@]2(C)OC1=O,NPA000207,NPA000207,NPAtlas,34,466.530,4.236,2,7,7,2,8,0,110.130
CC1=C(C(=O)O)C(=O)C2c3cc4cccc(O)c4c(O)c3C(=O)CC2(O)C1,NPA000208,NPA000208,NPAtlas,27,368.341,2.026,4,7,6,4,1,2,132.130
CC[C@@H](CC[C@H](C)[C@@H]1C[C@@H](O)C2=C3C(=O)C[C@@H]4C[C@H](O)CC[C@@]4(C)[C@]3(O)CC[C@]21C)C(C)C,NPA000209,NPA000209,NPAtlas,33,460.699,5.434,3,4,4,3,6,0,77.760
COc1ccc2c(c1)NC(=O)[C@@]21C[C@H]2C(=O)N3CCC[C@H]3C(=O)N2[C@H]1C=C(C)C,NPA000214,NPA000214,NPAtlas,29,395.459,1.825,1,7,4,1,2,1,78.950
CC(C)=CCc1cccc2c1OC(C)(C)[C@@H](O)C2=O,NPA000216,NPA000216,NPAtlas,19,260.333,2.910,1,3,3,1,2,1,46.530
CCC(=O)c1cc(C)cc(OC)c1Oc1ccc(C(CC(C)C)OC(C)=O)c(OC)c1C(=O)OC,NPA000217,NPA000217,NPAtlas,35,486.561,5.834,0,8,8,0,11,2,97.360
C=C1OC(=O)C(C(=O)CCCC=CCCCCCC)=C1O,NPA000218,NPA000218,NPAtlas,21,292.375,4.135,1,4,4,1,10,0,63.600
C[C@@H]1[C@@H]2C[C@H](C(C=O)=C3CC(C)(C)C[C@@H]31)[C@@H](O)O2,NPA000219,NPA000219,NPAtlas,18,250.338,2.291,1,3,3,1,1,0,46.530
