SMILES,Name,ID,Source,HeavyAtomCount,MolWt,MolLogP,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumRotatableBonds,NumAromaticRings,TPSA
O=C(Nc1ccc(Cl)cc1)Nc1ccc(C(=O)NCCN2CCOCC2)cc1,CHEMBL1086694,CHEMBL1086694,ChEMBL,28,402.882,3.046,3,7,4,3,6,2,82.700
NC(=O)CCC(NS(=O)(=O)c1ccc(Cl)c2ccccc12)C(N)=O,CHEMBL1095378,CHEMBL1095378,ChEMBL,24,369.830,0.891,5,7,4,3,7,2,132.350
CNC1=C(SC)C(=O)c2ncccc2C1=O,CHEMBL1097293,CHEMBL1097293,ChEMBL,16,234.280,1.255,1,4,5,1,2,1,59.060
O=C1NC(=S)S/C1=CCC1Oc2ccccc2N(Cc2ccc(Cl)cc2)C1=O,CHEMBL1096640,CHEMBL1096640,ChEMBL,28,430.938,4.056,1,5,5,1,4,2,58.640
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@H](OC)C1)[C@@H]32,CHEMBL1097360,CHEMBL1097360,ChEMBL,23,310.441,4.279,0,3,3,0,2,2,17.400
Nc1ccncc1-c1ccccc1O[C@H]1C[C@@H]2CNC[C@H]1C2,CHEMBL1209184,CHEMBL1209184,ChEMBL,22,295.386,2.708,3,4,4,2,3,2,60.170
O=C1c2ccc(Br)cc2C(=O)N1c1ccc(O)cc1,CHEMBL1083881,CHEMBL1083881,ChEMBL,19,318.126,2.955,1,4,3,1,1,2,57.610
COc1ccc(C2C=C(C(=O)O)NC3=C2C(=O)CC(C)(C)C3)cc1,CHEMBL1164952,CHEMBL1164952,ChEMBL,24,327.380,2.994,2,5,4,2,3,1,75.630
Cn1cnc2c(NCCCO)nc(-c3cccc(C(=O)N4CCC(c5ccccc5)CC4)c3)nc21,CHEMBL1086527,CHEMBL1086527,ChEMBL,35,470.577,3.844,2,8,7,2,7,4,96.170
O=C(Nc1ccccc1)Nc1ccc(-c2n[nH]cc2-c2ccnc3[nH]ccc23)cc1,CHEMBL1095192,CHEMBL1095192,ChEMBL,30,394.438,5.264,4,7,3,4,4,5,98.490
OC[C@H]1O[C@@H](O[C@@H](CCc2ccc(O)cc2)C[C@@H](O)CCc2ccc(O)cc2)[C@H](O)[C@H](O)[C@H]1O,CHEMBL1159483,CHEMBL1159483,ChEMBL,34,478.538,0.599,7,9,9,7,11,2,160.070
CN1CC[C@]23c4c5cccc4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,CHEMBL606771,CHEMBL606771,ChEMBL,21,285.343,1.040,1,4,4,1,0,1,49.770
CCCN1CCc2cccc3c2[C@H]1Cc1ccc2c(c1-3)OC(C)(C)C2,CHEMBL611973,CHEMBL611973,ChEMBL,25,333.475,4.932,0,2,2,0,2,2,12.470
C[n+]1c2ccc(Cl)cc2cc2[n-]c3c([N+](=O)[O-])cccc3c21,CHEMBL609427,CHEMBL609427,ChEMBL,22,311.728,3.490,0,5,2,0,1,4,61.120
C[n+]1c2ccccc2cc2[n-]c3cc([N+](=O)[O-])c(Br)cc3c21,CHEMBL609688,CHEMBL609688,ChEMBL,22,356.179,3.599,0,5,2,0,1,4,61.120
O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2ccccc2Cl)c1,CHEMBL1076741,CHEMBL1076741,ChEMBL,30,439.306,4.758,2,7,6,2,5,4,84.730
COCCNCc1ccc(-c2ccc3c(Nc4ccc(Cl)cc4F)ccnc3c2)o1,CHEMBL548124,CHEMBL548124,ChEMBL,30,425.891,5.767,2,5,5,2,8,4,59.320
CC(C)CN(C(=O)c1cc(Cl)cc(Cl)c1)[C@H]1CCNC1,CHEMBL1078741,CHEMBL1078741,ChEMBL,20,315.244,3.454,1,3,2,1,4,1,32.340
COc1ccc2[nH]n(CC3(C)NC(=O)NC3=O)c(=O)c2c1,CHEMBL1078396,CHEMBL1078396,ChEMBL,21,290.279,-0.064,3,8,5,3,3,2,105.220
Cn1c(=O)c2c(ncn2CC(=O)Nc2nc(-c3ccc(Br)cc3)cs2)n(C)c1=O,CHEMBL1086530,CHEMBL1086530,ChEMBL,29,475.328,1.958,1,9,9,1,4,4,103.810
CCCCCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccccc1,CHEMBL1086372,CHEMBL1086372,ChEMBL,28,372.516,5.728,2,4,4,1,8,4,56.730
Cc1cccnc1-c1ccccc1NCC1=NCCN1,CHEMBL154170,CHEMBL154170,ChEMBL,20,266.348,2.471,2,4,4,2,4,2,49.310
CN[C@@H]1CCN(c2ncnc3c2oc2cc(Cl)ccc23)C1,CHEMBL1092064,CHEMBL1092064,ChEMBL,21,302.765,2.828,1,5,5,1,2,3,54.190
COc1cc(CC(=O)NCCOC(=O)[C@@H](N)CCSC)ccc1O,CHEMBL1161558,CHEMBL1161558,ChEMBL,24,356.444,0.683,4,7,7,3,10,1,110.880
Oc1ccc(C2=Nc3ccccc3OC(c3ccccc3Cl)/C2=C/Nc2ccc(Cl)cc2)cc1,CHEMBL1095900,CHEMBL1095900,ChEMBL,34,487.386,7.950,2,4,4,2,4,4,53.850
COC(=O)C1=CCCCC1C1=C(C)C2=Cc3c(C)cc(C)n3[B-](F)(F)[N+]2=C1C,CHEMBL1093296,CHEMBL1093296,ChEMBL,28,386.251,4.385,0,4,3,0,2,1,34.240
CCOc1ccc(/C=C/C(=O)/C=C/c2ccc(OCC)cc2)cc1,CHEMBL1093989,CHEMBL1093989,ChEMBL,24,322.404,4.780,0,3,3,0,8,2,35.530
CCOC(=O)c1c(NC(=O)CN2CCN(c3ccccc3OC)CC2)sc2c1CCN(C)C2,CHEMBL1088217,CHEMBL1088217,ChEMBL,33,472.611,2.682,1,8,8,1,7,2,74.350
CCCC(=O)Nc1n[nH]c2cc(-c3ccc(CC)cc3)ccc12,CHEMBL1077270,CHEMBL1077270,ChEMBL,23,307.397,4.531,2,4,2,2,5,3,57.780
O=c1cc(CN2CCNCC2)nc2ccccn12,CHEMBL612001,CHEMBL612001,ChEMBL,18,244.298,0.100,1,5,5,1,2,2,49.640
Oc1ccc(/N=C(/Cc2ccc(F)cc2)c2ccc(O)c(O)c2)cc1,CHEMBL1077248,CHEMBL1077248,ChEMBL,25,337.350,4.306,3,4,4,3,4,3,73.050
CCN(CC)c1nc2c(S(=O)(=O)c3ccccc3)nnn2c2cccc(Cl)c12,CHEMBL1076614,CHEMBL1076614,ChEMBL,28,415.906,3.610,0,7,7,0,5,4,80.460
N#Cc1cc(Cl)cc(Oc2c(CCOc3cccnc3)c[nH]c(=O)c2Br)c1,CHEMBL3347288,CHEMBL3347288,ChEMBL,27,446.688,4.471,1,6,5,1,6,3,88.000
COC(=O)/C=CC(=O)Nc1ccc(C)cc1,CHEMBL1077272,CHEMBL1077272,ChEMBL,16,219.240,1.663,1,4,3,1,3,1,55.400
CC(C)Nc1nc2cc3cc(Cl)c(Cl)cc3nc2n1C1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL609497,CHEMBL609497,ChEMBL,28,427.288,2.323,4,8,8,4,4,3,112.660
CCCN1CNc2c(c(=O)[nH]c(=S)n2CCc2ccc(C)cc2)C1,CHEMBL1095821,CHEMBL1095821,ChEMBL,24,344.484,3.052,2,5,5,2,5,2,53.060
CCCCSC1=CC(=O)C(C[C@]2(C)[C@@H](C)CC[C@]3(C)C(C)=CCC[C@H]32)=CC1=O,CHEMBL1088207,CHEMBL1088207,ChEMBL,28,400.628,6.671,0,2,3,0,6,0,34.140
Cc1cccc(CSc2nc(Cc3ccccc3)cc(=O)[nH]2)c1,CHEMBL1095336,CHEMBL1095336,ChEMBL,23,322.433,3.961,1,3,3,1,5,3,45.750
CO[C@H]1OCC(S[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)C[C@H]1O,CHEMBL1090111,CHEMBL1090111,ChEMBL,24,367.420,-2.214,5,9,9,5,5,0,137.710
CCOC(=O)[C@H]1O[C@@H]1C(=O)N(CC(C)C)NC(=O)[C@H](CC(C)C)NC(C)=O,CHEMBL1213533,CHEMBL1213533,ChEMBL,27,385.461,0.384,2,9,6,2,9,0,117.340
CC(C)C(=O)N1CCCCC1c1nnn(-c2cccc(Cl)c2)n1,CHEMBL1084477,CHEMBL1084477,ChEMBL,23,333.823,3.025,0,6,5,0,3,2,63.910
CC(=O)Nc1ccc(/C=N/NC(=O)c2nc(-c3ccc(O)cc3)no2)cc1,CHEMBL610484,CHEMBL610484,ChEMBL,27,365.349,2.165,3,9,7,3,5,3,129.710
N#Cc1cc(Cl)cc(Oc2c(COCc3ccncc3)c[nH]c(=O)c2Br)c1,CHEMBL3347290,CHEMBL3347290,ChEMBL,27,446.688,4.567,1,6,5,1,6,3,88.000
C[C@]12CC[C@H]3[C@@H](C[C@H](O[N+](=O)[O-])[C@H]4C/C(=N/OCCN)CC[C@@]43C)[C@@H]1CCC2=O,CHEMBL1163158,CHEMBL1163158,ChEMBL,29,407.511,3.116,2,8,7,1,5,0,117.050
O=c1[nH]c2cc(NCCO)ccc2c(=O)n1-c1cccc(Cl)c1,CHEMBL1093521,CHEMBL1093521,ChEMBL,23,331.759,1.737,3,6,5,3,4,3,87.120
C=C1C(=O)[C@@]23[C@@H]([C@@H](O)C[C@@H]1[C@H]2O)[C@]1(CO)CCCC(C)(C)[C@H]1C[C@H]3O,CHEMBL1165401,CHEMBL1165401,ChEMBL,25,350.455,1.039,4,5,5,4,1,0,97.990
Cc1ccc(NC(=O)Nc2ccc(Oc3ccc(-c4nccs4)cc3)cc2)cc1,CHEMBL1165404,CHEMBL1165404,ChEMBL,29,401.491,6.555,2,5,4,2,5,4,63.250
CN(C)CCN(C)C(=O)c1ccc2c(c1)/C(=C1/Nc3ccccc3C1=O)C(=O)N2,CHEMBL1165423,CHEMBL1165423,ChEMBL,29,390.443,2.292,2,7,5,2,4,2,81.750
Cc1cccc(-c2nn(O)cc2C2CCNCC2)c1,CHEMBL1091275,CHEMBL1091275,ChEMBL,19,257.337,2.563,2,4,4,2,2,2,50.080
N/C(=NO)c1cccc(CSCCNC(=O)c2c(Cl)cccc2Cl)c1,CHEMBL1165348,CHEMBL1165348,ChEMBL,25,398.315,3.751,4,5,4,3,7,2,87.710
C[C@]1(Cn2cc(C(=O)O)nn2)[C@H](C(=O)O)C2C(=O)CC2S1(=O)=O,CHEMBL1206590,CHEMBL1206590,ChEMBL,23,343.317,-1.178,2,10,8,2,4,1,156.520
CCCC(CCC)C(=O)OC(Cn1ccnc1)c1ccccc1,CHEMBL4116104,CHEMBL4116104,ChEMBL,23,314.429,4.384,0,4,4,0,9,2,44.120
[O-][S+](Cc1ccccc1-n1cccn1)c1nccn1-c1ccccn1,CHEMBL154997,CHEMBL154997,ChEMBL,25,349.419,2.761,0,6,6,0,5,4,71.590
Cc1ccccc1CNC(=O)Cc1c(C)noc1C,CHEMBL2094221,CHEMBL2094221,ChEMBL,19,258.321,2.459,1,4,3,1,4,2,55.130
O=S(=O)(c1cccc(F)c1)c1ccc2c(c1)CCC[C@H]2CN1CC(O)C1,CHEMBL1085658,CHEMBL1085658,ChEMBL,26,375.465,2.755,1,4,4,1,4,2,57.610
CCNN(CC(=O)N1CSC[C@H]1C#N)C1CCN(S(C)(=O)=O)CC1,CHEMBL1077836,CHEMBL1077836,ChEMBL,24,375.520,-0.338,1,8,7,1,6,0,96.750
CC#CCOC(=O)NCc1cc(-c2sc(-c3cccnc3)nc2COC)n[nH]1,CHEMBL1088641,CHEMBL1088641,ChEMBL,28,397.460,2.991,2,8,7,2,7,3,102.020
CC(Oc1cccc2ccccc12)C(=O)OC1CC2CCC(C1)N2C,CHEMBL1161611,CHEMBL1161611,ChEMBL,25,339.435,3.776,0,4,4,0,4,2,38.770
CN1CCC[C@@H]1Cc1c[nH]c2ccc(NS(=O)(=O)c3ccc(OC(F)(F)F)cc3)cc12,CHEMBL606548,CHEMBL606548,ChEMBL,31,453.486,4.504,2,6,4,2,6,3,74.430
O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2ccc(Cl)cc21,CHEMBL1076221,CHEMBL1076221,ChEMBL,30,418.844,3.484,1,8,7,1,2,5,90.620
C[C@@H](O)C1=C[C@@H](n2cnc3c(N)nccc32)[C@H](O)[C@@H]1O,CHEMBL155896,CHEMBL155896,ChEMBL,20,276.296,-0.403,5,7,7,4,2,2,117.420
Cc1ccc(-c2cc(-c3ccccc3)nc(NC(=O)CN3CCOCC3)n2)cc1,CHEMBL1097634,CHEMBL1097634,ChEMBL,29,388.471,3.390,1,6,5,1,5,3,67.350
O=S(=O)(NCC(c1ccccc1)N1CCCCC1)c1ccc(Cl)cc1,CHEMBL1209290,CHEMBL1209290,ChEMBL,25,378.925,3.846,1,4,3,1,6,2,49.410
CC(C)CNC(=O)c1cc(S(N)(=O)=O)ccc1SC(C)C,CHEMBL1096822,CHEMBL1096822,ChEMBL,21,330.475,2.220,3,5,4,2,6,1,89.260
Cn1ncc2c1CCc1c-2c2c(c3c4cc(C5CCCCO5)ccc4n(C)c13)CNC2=O,CHEMBL1082437,CHEMBL1082437,ChEMBL,32,426.520,4.316,1,6,5,1,1,4,61.080
CC(C)(O)[C@H]1CC=C(C(=O)OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)CC1,CHEMBL1077609,CHEMBL1077609,ChEMBL,24,346.376,-1.173,5,8,8,5,4,0,136.680
Cc1ccc(Cn2nc(OC(C(=O)O)C(=O)O)c3ccccc32)cc1,CHEMBL1088978,CHEMBL1088978,ChEMBL,25,340.335,2.310,2,7,5,2,6,3,101.650
CN1CCC(N(C)C(=O)C2CN(S(=O)(=O)c3ccc(-c4ccccc4)cc3)c3ccccc32)CC1,CHEMBL1084482,CHEMBL1084482,ChEMBL,35,489.641,4.199,0,6,4,0,5,3,60.930
O=C(C[C@@H]1C/C=CCCCC(=O)O[C@H](c2ccccc2)CNC1=O)NCc1ccc(Cl)cc1,CHEMBL1088172,CHEMBL1088172,ChEMBL,33,468.981,4.493,2,6,4,2,5,2,84.500
Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1nccn1C,CHEMBL1096263,CHEMBL1096263,ChEMBL,19,276.325,1.027,4,7,6,3,2,3,105.380
CN(C)CC(O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O,CHEMBL1086220,CHEMBL1086220,ChEMBL,25,361.467,2.202,1,6,4,1,6,2,64.090
O=C(CCc1ccccc1O)CC(O)Cc1ccccc1,CHEMBL1097664,CHEMBL1097664,ChEMBL,21,284.355,2.888,2,3,3,2,7,2,57.530
COc1cc(O)c2c(c1)[C@@H](O)[C@H](C[C@H](O)[C@H](O)[C@@H](O)/C=C/C[C@H](C)O)OC2=O,CHEMBL1099227,CHEMBL1099227,ChEMBL,28,398.408,-0.227,6,9,9,6,8,1,156.910
COc1ccccc1NC(=S)N/N=C/c1ccc2ccccc2n1,CHEMBL1094608,CHEMBL1094608,ChEMBL,24,336.420,3.564,2,5,4,2,4,3,58.540
COC(=O)c1cc2cc(NC(=O)c3ccc4[nH]ccc4c3)cnc2[nH]1,CHEMBL3347277,CHEMBL3347277,ChEMBL,25,334.335,3.083,3,7,4,3,3,4,99.870
CCCCCCCCCCCCCCOc1ccc(C(=O)NCc2cccc[n+]2C)cc1,CHEMBL154993,CHEMBL154993,ChEMBL,32,439.664,6.521,1,4,2,1,17,2,42.210
Cc1ccccc1Nc1nc(NCc2ccco2)c2ccccc2n1,CHEMBL603154,CHEMBL603154,ChEMBL,25,330.391,4.887,2,5,5,2,5,4,62.980
Cc1ccc(Nc2cc(C)nc(N3CCN(C(=O)Nc4cccc(Cl)c4)CC3)n2)cc1,CHEMBL601104,CHEMBL601104,ChEMBL,31,436.947,4.845,2,7,5,2,4,3,73.390
CCC(CC)COc1nc(N)c2ncn(C3O[C@@H](CO)[C@H](O)[C@@H]3O)c2n1,CHEMBL604009,CHEMBL604009,ChEMBL,26,367.406,-0.165,5,10,10,4,7,2,148.770
CC(=O)Nc1sc(C)c(C)c1N=Nc1ccc(S(=O)(=O)O)cc1,CHEMBL601115,CHEMBL601115,ChEMBL,23,353.425,3.985,2,7,6,2,4,2,108.190
O=C(/C=C/c1ccccc1)c1cc2ccccc2s1,CHEMBL1092453,CHEMBL1092453,ChEMBL,19,264.349,4.797,0,1,2,0,3,3,17.070
O=C(CCc1ccccc1)N(O)CCCP(=O)(O)O,CHEMBL607490,CHEMBL607490,ChEMBL,19,287.252,1.405,3,6,3,3,7,1,98.070
CCc1nc(C)c2c(OC3CCCC3)nc3ccc(OC)nc3n12,CHEMBL1086459,CHEMBL1086459,ChEMBL,24,326.400,3.478,0,6,6,0,4,3,61.540
Cc1cccc(C)c1NC(=O)CNC(=O)C1=CC(C)(C)N([O])C1(C)C,CHEMBL607364,CHEMBL607364,ChEMBL,25,344.435,2.503,2,6,3,2,4,1,81.340
CC(=O)Nc1cc(O)ccc1/C=C/c1ccc(O)cc1,CHEMBL1087095,CHEMBL1087095,ChEMBL,20,269.300,3.227,3,4,3,3,3,2,69.560
COc1cc(C(=O)N(O)CCOC(=O)[C@@H](N)CCSC)ccc1O,CHEMBL1161567,CHEMBL1161567,ChEMBL,24,358.416,0.856,4,8,8,3,9,1,122.320
CC(C)=C(c1ccncc1)c1ccc(-c2cccc(NC(=O)OC(C)(C)C)c2)cc1,CHEMBL1173726,CHEMBL1173726,ChEMBL,30,400.522,6.937,1,4,3,1,4,3,51.220
COc1ccc(/C=C/c2ccc(N)cc2)c(OC)c1,CHEMBL1170662,CHEMBL1170662,ChEMBL,19,255.317,3.456,2,3,3,1,4,2,44.480
CC[C@H](C)[C@H](N)C(=O)NS(=O)(=O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CHEMBL1163069,CHEMBL1163069,ChEMBL,31,459.485,-2.221,7,14,13,5,8,2,217.800
CC1=C(CCC(C)C)C(=O)c2ccccc2C1=O,CHEMBL155780,CHEMBL155780,ChEMBL,18,242.318,3.818,0,2,2,0,3,1,34.140
COC(=O)C1=C(C)Nc2n[nH]c(C)c2C1c1cccc(O)c1,CHEMBL1171111,CHEMBL1171111,ChEMBL,22,299.330,2.428,3,6,5,3,2,2,87.240
CN(C)c1cc[n+](Cc2c(Cl)cccc2Cl)cc1,CHEMBL1198407,CHEMBL1198407,ChEMBL,18,282.194,3.395,0,2,1,0,3,2,7.120
O=C(N/N=C/c1ccc(-c2ccccc2)cc1)c1cnccn1,CHEMBL1171068,CHEMBL1171068,ChEMBL,23,302.337,2.908,1,5,4,1,4,3,67.240
C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,CHEMBL1171146,CHEMBL1171146,ChEMBL,30,416.646,5.794,1,3,3,1,0,0,38.690
CCOc1ccc2c(c1)O/C(=Cc1cc[n+](Cc3cccc(F)c3)cc1)C2=O,CHEMBL1229162,CHEMBL1229162,ChEMBL,28,376.407,4.176,0,4,3,0,5,3,39.410
C[N+](C)(C)CC(=O)Nc1ccc2nc(O)c3ccccc3c2c1,CHEMBL1183295,CHEMBL1183295,ChEMBL,23,310.377,2.738,2,5,3,2,3,3,62.220
N#C[C@H]1CSCN1C(=O)CN(N)C1CCN(CC(=O)Nc2ccc(Cl)cn2)CC1,CHEMBL1199236,CHEMBL1199236,ChEMBL,29,437.957,0.739,3,9,8,2,6,1,118.590
CN(C)c1ncnc2c1ncn2CCCCCOC(=O)CCN,CHEMBL1160741,CHEMBL1160741,ChEMBL,23,320.397,0.955,2,8,8,1,9,2,99.160
COc1c(O)cc(C(=O)O)cc1OS(=O)(=O)O,CHEMBL1162209,CHEMBL1162209,ChEMBL,17,264.211,0.281,3,8,6,3,4,1,130.360
CCCCCCCCC/C=C/CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O,CHEMBL1162315,CHEMBL1162315,ChEMBL,30,450.553,5.427,3,7,5,3,21,0,113.290
CCOC(=O)C(=O)Oc1ccc(-c2c(C(=O)OCC)oc3cc(O)cc(O)c3c2=O)cc1,CHEMBL1202061,CHEMBL1202061,ChEMBL,32,442.376,2.516,2,10,10,2,5,3,149.570
CC(C)=CCC/C(C)=C/CC[C@@]1(C)C=Cc2c(cc(C)c(C(=O)O)c2O)O1,CHEMBL1171643,CHEMBL1171643,ChEMBL,27,370.489,6.036,2,4,3,2,7,1,66.760
C[n+]1c2cc(Cl)c(Cl)cc2cc2[nH]c3ccccc3c21,CHEMBL1184808,CHEMBL1184808,ChEMBL,20,302.184,4.606,1,2,0,1,0,4,19.670
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,CHEMBL1201356,CHEMBL1201356,ChEMBL,25,339.439,1.925,3,5,3,3,4,2,68.360
CC(C)Oc1ccccc1N1CCN(Cc2cccc(CN3C(=O)CCC3=O)c2)CC1,CHEMBL1161119,CHEMBL1161119,ChEMBL,31,421.541,3.445,0,6,5,0,7,2,53.090
Oc1ccc(-c2ccc3c(c2)CCC=C3c2ccncc2)cc1O,CHEMBL1187868,CHEMBL1187868,ChEMBL,24,315.372,4.538,2,3,3,2,2,3,53.350
Cc1cc(C(C)C)[n+](-c2cc[nH]n2)c(C(C)C)c1,CHEMBL1184569,CHEMBL1184569,ChEMBL,18,244.362,3.242,1,3,1,1,3,2,32.560
CCCCCCCOc1ccc(C(=O)O)cc1,CHEMBL1161944,CHEMBL1161944,ChEMBL,17,236.311,3.734,1,3,2,1,8,1,46.530
CO[C@@H]1Cc2ccccc2[C@@]2(CCCN(Cc3ccccc3)C2)O1,CHEMBL1171366,CHEMBL1171366,ChEMBL,24,323.436,3.723,0,3,3,0,3,2,21.700
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL1200735,CHEMBL1200735,ChEMBL,29,401.438,2.371,2,7,6,2,4,2,83.800
CCOC(=O)c1c2[nH]c3ccccc3c2c(OC)c[n+]1C,CHEMBL1183461,CHEMBL1183461,ChEMBL,21,285.323,2.331,1,5,3,1,3,3,55.200
COc1ccc2nccc([C@@H](O)CN3CCC(NCC(=O)Nc4cc(F)cc(F)c4)CC3)c2n1,CHEMBL525672,CHEMBL525672,ChEMBL,34,471.508,2.643,3,8,7,3,8,3,99.610
CCOC(=O)CN1C(=O)CC[C@H](NC(=O)[C@@H](N)Cc2c[nH]c3ccccc23)C1=O,CHEMBL1199171,CHEMBL1199171,ChEMBL,29,400.435,0.235,4,9,6,3,7,2,134.590
FC(F)(F)c1cc(Nc2nccc(-c3cccnc3)n2)cc(C(F)(F)F)c1,CHEMBL1165741,CHEMBL1165741,ChEMBL,27,384.283,5.320,1,4,4,1,3,3,50.700
O=C(Nc1ccc(Oc2ccnc3[nH]c(=O)cnc23)cc1F)Nc1cc(C(F)(F)F)ccc1F,CHEMBL1214612,CHEMBL1214612,ChEMBL,34,477.349,5.051,3,8,5,3,4,4,109.000
CC(Nc1nc2c(S(=O)(=O)c3ccccc3)nnn2c2ccsc12)C12CC3CC(CC(C3)C1)C2,CHEMBL1173577,CHEMBL1173577,ChEMBL,34,493.658,5.189,1,7,8,1,5,4,89.250
CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(F)ccc3F)CCN4)cn2)CC1,CHEMBL1165499,CHEMBL1165499,ChEMBL,32,436.510,3.606,1,6,6,1,4,3,47.530
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,CHEMBL1201754,CHEMBL1201754,ChEMBL,17,238.197,0.703,2,5,4,1,3,2,73.800
CC(CCOC(=O)c1ccccc1)N(C)C,CHEMBL1186096,CHEMBL1186096,ChEMBL,16,221.300,2.184,0,3,3,0,5,1,29.540
Cc1cccc(N2CCN(CCCCCCN3CCN(c4cccc(C)c4)CC3)CC2)c1,CHEMBL1172204,CHEMBL1172204,ChEMBL,32,434.672,4.808,0,4,4,0,9,2,12.960
CCCc1nc(-c2ccccc2)c(CNCCCN2CCN(c3ccc(C)cc3)CC2)o1,CHEMBL1171953,CHEMBL1171953,ChEMBL,32,432.612,4.904,1,5,5,1,10,3,44.540
Nc1ncnc(=O)n1C[C@H]1COP(=O)(O)CO1,CHEMBL1162464,CHEMBL1162464,ChEMBL,17,262.162,-1.221,3,9,8,2,2,1,129.560
COCCOCCOCC[N+]1(C)CCCC1COCCOCCOC,CHEMBL1185515,CHEMBL1185515,ChEMBL,25,364.503,0.955,0,7,6,0,17,0,55.380
O=C(NCCCN1CCCC1)c1ccc2c(c1)C(=O)N(Cc1ccc(Cl)cc1)C2=O,CHEMBL1196830,CHEMBL1196830,ChEMBL,30,425.916,3.352,1,6,4,1,7,2,69.720
NCc1cccc(CNC(=O)CI)c1,CHEMBL1185068,CHEMBL1185068,ChEMBL,14,304.131,1.197,3,3,2,2,4,1,55.120
CN(C)CCCOc1nonc1-c1c[nH]cn1,CHEMBL1186606,CHEMBL1186606,ChEMBL,17,237.263,0.790,1,7,6,1,6,2,80.070
CC(C(=O)OC1CC2CCC(C1)N2)c1ccc(Br)cc1,CHEMBL1160154,CHEMBL1160154,ChEMBL,20,338.245,3.379,1,3,3,1,3,1,38.330
N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)C(c2ccccc2)c2ccccc2)cc1,CHEMBL1159694,CHEMBL1159694,ChEMBL,35,469.589,2.737,6,7,4,4,8,3,125.300
CCCCc1cc(-c2ccccc2)cc(-c2ccccc2)[n+]1-c1ncc[nH]1,CHEMBL1185598,CHEMBL1185598,ChEMBL,27,354.477,5.363,1,3,1,1,6,4,32.560
CN1CC2CC1CN2CCOC(c1ccc(F)cc1)c1ccc(F)cc1,CHEMBL1202021,CHEMBL1202021,ChEMBL,26,358.432,3.459,0,3,3,0,6,2,15.710
Cc1[nH]c(/C=C2C(=O)Nc3ccc(F)cc32)c(C)c1NC(=O)C1CCNCC1,CHEMBL4116141,CHEMBL4116141,ChEMBL,28,382.439,3.201,4,6,3,4,3,2,86.020
COC(=O)c1ccc(COC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1,CHEMBL1186159,CHEMBL1186159,ChEMBL,34,477.439,2.481,2,8,7,1,8,2,111.290
O=C1CCON1CC#CCN1CCCCC1,CHEMBL1185211,CHEMBL1185211,ChEMBL,16,222.288,0.640,0,4,3,0,2,0,32.780
CN1CCC2(CC1)OC(=S)N(C(C)(C)C)C2=O,CHEMBL1195116,CHEMBL1195116,ChEMBL,17,256.371,1.393,0,4,4,0,0,0,32.780
Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1229187,CHEMBL1229187,ChEMBL,22,295.386,2.708,3,4,4,2,3,2,60.170
CC(=O)CCC(=O)Nc1ccc2c(Cl)c(OCCSC(=N)N)oc(=O)c2c1,CHEMBL1159835,CHEMBL1159835,ChEMBL,27,411.867,2.760,4,8,7,3,8,2,135.480
Cc1ccc2oc(=O)c3c(O)c4cccc(O[C@H]5O[C@H](C)[C@H](O)[C@H](O)[C@H]5O)c4c4oc(=O)c1c2c34,CHEMBL1159639,CHEMBL1159639,ChEMBL,35,480.425,1.864,4,10,10,4,2,5,159.800
CC(C)(C)c1cc(Cn2cc(C(=O)NCCNC(=N)N)nn2)cc(C(C)(C)C)c1,CHEMBL4116148,CHEMBL4116148,ChEMBL,29,399.543,2.134,5,8,5,4,6,2,121.710
CC(=O)c1cccc(-c2cccc(NC3=NCCN3)c2C)c1,CHEMBL1190414,CHEMBL1190414,ChEMBL,22,293.370,3.236,2,4,4,2,3,2,53.490
